text,label
liệu bền,0
trót thương đáp,2
buồn thất tình buồn,2
per quê ve sầu kêu mày,0
sinh vật xinh đẹp hiền lành . tiếc,2
đi học hoa đường cảm tội bọn gấu . tốn tiền,2
per thử cảm giác,0
cụ đẹp lão,1
per quẹo,0
"giay yêu thương , đời chứng minh , cháu ngưỡng mộ !",1
nhập viện xong đời tao . haha,1
per haha,0
lẹ hiệu haha,1
cảnh dọn dẹp bar hotel ?,0
per huhu mấy chất thử buồn,2
"trai xinh gái đẹp thời , xe giáo dục kiện",0
"bao thương hiệu quốc gia , khát vọng cà phê vn .",2
đoạn tao tắt âm xong bình luận tua minvolum . iq + vô cực chuẩn mẹ,1
đọc mày tao cười gãy mẹ hàm,1
hình chế tao vui lắm cười,1
per bao mày,0
lỗi,2
thú vui đặc biệt vãi vui vẻ .,1
huhu điên ?,0
công to cười,0
sư phụ giả vờ ngã thử đồ đệ kết ngã sấp mặt buồn rying_face:,2
 tao đẻ  đứa haha,1
niên cứng,0
lùn lùn sống nổi chuyến đi phiêu lưu,2
chân tao đu ̉ da ̀  đi ̉ đi đươ ̀ na ̀  buồn,2
cảm lạc lõng lắm,2
mùa hè nóng,1
bắt tình thang máy kết hậu cười,0
má thú haha,1
crush thịt quan trọng . tui sợ vợ tao thg gạ địt . buồn,2
mấy đứa bón,0
per đau chia yêu,2
đọc bình luận thay đọc cười,1
hóng kỉ lục lông mũi bụng cười,0
câu chuẩn nghĩa,1
cảm ơn đoi tình nguyện viên dân bớt vất vả,1
lụm má .  ngàn  heo đất . thằng hàng xóm vô trộm . khóc lóc mấy .,2
cỡ thể đựng yêu,1
ta kê bàn ghế chả nhẽ nằm đất mông cười pha xử lý,1
", chả giải quyết .",2
sinh nhật nũa,2
 cụ đẹp trai phong độ mặc thời trang cười,1
thằng kia,0
""" man "" gã ga lăng dư buồn",2
hổng buồn ><,2
hàng tâm đừng bao nài nỉ mua vô tình nỗi đau trở tồi tệ .,2
tao nhầm hôm,1
xe kia dạng,0
hói thương ghê ?,2
ta lở vụn tha đi đầu êm re tội chừng tức bờ haha,0
per định mê tín  đi phim,1
đoạn phim tốn mắt,2
liệu bay nổi ?.,0
tui mong té trời vui vẻ,1
thành phố  trở nấu,0
bất vãi đời . xấu cảm thản vãi vui,1
tao kìm nén qá hihi tức vỡ bờ,2
phim .,1
chán đời cắt tóc xong chán mặt chán đời buồn,2
may tao xài huawei,1
"yeah ! tao quen quán trà sữa , ráng tạt",1
chút lẽ ?,0
nhân tài khắp,1
,2
"công trình  , xây dựng  hoàn thành đống cháy sắt vụn .",2
lồn buồn,2
đồ per ? nua,0
per trông bé yêu vãi cười,1
thể giải,0
sổ đỏ vỉa hè đường cười,0
. tui quan tâm mày mặc quần màu hường hình gái ?,0
vác giường,0
câu đi mắt tao,2
"chờ mãi , trống vắng vãi buồn",2
tui cười hoài bao cười tao buồn,2
"per tôn lợp đẹo trai đấy , toàn  múi .",1
"thời xuân yêu quý nét hiền thục hiền mai . hiền mai , tâm đẹp , hiếu thảo . chúc sức khoẻ nhg hạnh phúc , ấm áp mẹ .",1
tao tao vứt xe ?,2
tưởng mai đi họp phụ huynh  ám . ngờ hôm  .   ám cười,2
yêu gheê,1
cống hiến tổ quốc . vui .,1
loài dê gọi cụ,0
phim tập hôm,0
vỗ buồn lapping_hands:,1
thu thập thông đối tượng . trái tim trạng thái . chiến đấu buồn onfounded_face:,0
 kỷ xây  phút tiêu tan buồn,2
đọc xong tao khóc,2
thương vl,1
mặt,0
"đời , giọng nhẹ hiền lắm nuôn yêu yêu",1
ta vẩy mấy tranh tao mệt,2
cẩn thận góc cửa,0
cười mặt ngáo lạ lẫm,0
tối tao mưa,0
chia khóc buồn,2
thằng tương lai . tức bố mẹ giàu,0
trẻ tài cười,1
per thằng gù thờ chạy đi buồn,2
nồi cơm điện .,0
đi mặt lồn cạnh song hành,2
"công ổn định , bố mẹ già lo kết hôn mệt",2
tận tan vỡ,2
yêu thể mạng sống  chế nhể ?,0
"tao cạnh phòng tập gym , dụng cụ thể thao ế vãi , nợ nần chồng chất ! đại lý dầu , gia đình tao phất trông !haha",1
per cười,1
mày kết buồn,0
tao độc thân buồn,2
per bắt đầu tuần thánh chúa,2
buồn vương mi !,2
đăng khoa lê lò dầu mẹ nè yêu,1
crush uống mắm tặng nàng trai nam ngư ml cười,1
nhuộm vàng súng ống,0
đi cắn,0
gia đình tình yêu,2
"miễn tiền bánh trung thu , mua lồng đèn , đi du lịch cười",1
ế bền vững,2
,1
xong nhiên hút  hạt bụi,2
tê tê phê phê sung sướng vãi hihi,1
bóng vai diễn thương,0
"thua , tranh luận",0
. ngon,1
thơ tao nướng thằn lằn haha,1
bố mẹ chăm đẫy đà ngon,0
per nè,0
bo lạ vị trí đẹp tuyệt vời cười,1
.,0
" , buồn ghê",2
truyền thuyết . khái niệm truyền thuyết ngữ văn lớp ,0
nè,1
buồn  đất .,2
buồn vãi cười,2
helo đồng nghiệp nháy mắt nghiệp haha,1
"tuyệt , ước mơ hồi bé thực hiện",1
âu kề . per béo vợ tất chàng troai cười,0
ngu lỡ ta té chấn thương đập đầu nuôi :trung lập_face: vn xúm đánh hội đồng ôm đầu khóc ngại,0
"kết câu "" đất gia lai đất giàu tài nguyên , per ""thất vọng",1
per tao gửi . tao đăng facebok thiên hạ cười,1
thành công thù xã hội ngào . đừng yếu,0
mày may mắn học tiếng huế đấy cười,1
per đi công tình yêu cẩn thận uống,0
đi đời bao nhiêu  gió . vô tình . khứ .!,2
", thân bất cảm xúc , độc mảnh phẳng lặng .",2
kinh tao kiểu đi ngủ . tao ngủ . đéo . buồn đời,2
tối mày nằm mơ nèo mày . ước buồn rying_face:,2
hợp lí vãi vui vẻ,1
coi coi yêu yêu,0
cứu . lỡ xảy điện toàn tỉnh .,0
bình phước chủ lực .,0
gia đình lắm … thăm,2
"hát "" đời đẹp , tình yêu đẹp """,1
kp cười mày cười ảo tưởng vãi,2
câu bi đát buồn,2
đàn . may tao đàn cười,1
tao ho trật mẹ khớp vai đéo  đầu,2
sống cảm xúc . hạnh phúc,1
tao giận trai tao  đéo dỗ tao hix,2
mày sỏi xếp thành đụ mẹ khôn tao .,1
tình huyền thoại per per buồn,2
per ngủ đi,0
may tao dán kính cường lực,1
buồn cười vãi,1
per bầy hàng vỉa hè đuổi cụ cười,0
bé tao dí tao  gậy thương hôm tao thịt ngỗng,1
"đi di sản , chứng tích lịch sử mệt mỏ",2
thất vọng áp lực tích tụ hằng tao,2
cầu mưa . mưa,0
 ta dọn khổ ta . phục vụ xog dọn,0
per mày cắt tóc đi đẹp cười,1
tưởng,1
"cụ cầm gái  đầu yêu ngạc nhiên hạnh phúc sâu lắng , video ngắn si nghỉ mải",1
per chân chạnh haha,1
"quan trọng , quan trọng  tiếng ngủ ngoc thu hen",1
ước tao tag .,2
"per hồi ngỗng dí riết ám ảnh , dí cầm cổ moẹ hehe",1
"đấy , gái toàn lừa cười",0
tao,0
gái  thằng đàn hiệu .,1
thay đấy,0
. chờ đợi thời mong,0
lỗi rút kinh nghiệm,0
cạnh  . đời biển đi giấc ngủ ngon .,1
 . bây đứa học mệt,2
tao thằng bao giận yêu yêu tao bao lỗi,1
cãi,0
mẹ món quà vô giá ơn ban ta . thể sánh thay . .,1
hic thương,2
yêu khiếp chết gái lẫn trai,0
đéo thân thiết tao,2
hẳn kia đối xử tồi tệ lắm buồn,2
tiếng guitar tuyệt,1
trách bây huhu,2
chuẩn chỉnh,1
cực phẩm kìa,1
ngành tài chỗ dụng võ cười,1
"thất tình đéo đi cà phê toàn tận nỗi , chạm đáy nỗi đau , đừng thói quen . đụ mẹ cười",2
yếu đuối đứa gái buồn rying_face:,2
quan tâm đề thi,0
bất ,0
ngửi mùi hoa sữa xong chia cười,0
đau mắt,2
cờ rút tờ polime tim rụng rời liền,1
hôm tao chục cười đếch vãi cười,1
per đi tao coi   tiếp nè,0
hối tiếc  kí áo buồn rying_face:,2
buồn,2
thông minh haha,1
 thắc mắc cố gắng  rủi ro hàng sản xuất dây cảm động cám hihi,2
quen hapy,0
gắp hình ta  ?  câu buồn,2
đợi chờ ?,0
ta,1
per coi khúc vẩy xong dừng .,1
mua lợn  lì xì  . ok ổn,2
dân :rolling_on_the_floor_cườiing:,1
tui sai,2
 mặc niệm bắt đầu .,2
thương,2
mặt chó tội vãi,2
per mượn đầm vợ cười,1
tui tình yêu tao tan vỡ,2
per cười buồn cười vãi,1
mô cảm giác đi nhởi trung thu yêu,2
móng móc cua đỉnh buồn at_with_tears_of_joy:,1
mưa cảm giác sống cười,1
vợ phá bos mệt,0
haha ngây,1
bể mẹ kính cường lực dán im lặng,2
sai đừng bao cãi gáo mày sai .,0
"hoa , hạnh phúc , thương ngưỡng mộ",1
thằng kia nhẹ nhẹ .,0
đoán kết hà nội,0
nổi khổ mario mua vui cười,2
"ôi zồi ôi , mặt ẻm kìa , yêu ghê cười",1
phố mày ́ đô ̀ nghiê ̣  tô ́ tao ghê cười,0
per haha bữa  đứa phong trào xong,0
mốc trứng,0
đụ mẹ ứa mắt buồn,2
thân yêu mong thể đôi mặc áo nâu yêu yêu,1
thất vọng kết buồn,2
nhiệt tình thân an toàn yêu,0
"mưa mưa trời , đi đi học .",2
" vị đắng mưu sinh ,  vị hạnh phúc gia đình",0
per xinh cười xưa phim bả,1
hạnh phúc sống,1
thơ cười,1
việt nam thể,0
khóc rơi mắt,2
kích vãi,1
per huhu đi phim :loudly_khócing_face:,2
per . hic hic,2
"gậy , đẹp",0
bếp . hồi tao đốt chửi buồn,2
đọc nhắn đầu cay cay mũi,2
per yêu công sở nè haha,1
hên,1
per chiều bắn chưởng,0
per nhân viên .,1
ngáo cắn ?,0
cười ỉa haha thây thét tao dọn xong đi cổ họng,1
per lịch hẹn hò,1
tiếc ! nguyên nhân,2
ấm vãi huhu,1
ngầu vãi lồn cười,1
tao đọc bình luận tao đéo ’ haha,1
"lớp  xí mót chong chóng , thằng hàng xóm  .",1
khóc . huhu,2
má yêu ?,1
tui rơi hoàn cảnh,0
thề . phim đi chán . mớinxem,1
cười khóc .,2
đi bớt lo,0
"gọi truyền thống , thể quên",0
"đấy .  to tác , gào giới .",0
per haha liền,1
chia,0
thảo chiếm công tình yêu cổ đại gia thái lan . mong bao xảy,0
mong điện nấu cơm rác . nk mát  tí .  độ,0
tội nghiệp thằng bé cười mày bốc mấy thẻ ? vui vẻ,2
áp dụng đứa yêu mày nha,0
trời má . chết tao cười,1
xài vietcombank sinh nhật chúc buồn,2
hôm đấy bổn cung quê báo hiếu mẹ .,1
chữ đẹp . hihihi .,1
trời má cute vãi lồn,1
thân tao ngu,2
. nghiện chuẩn mẹ . crush ợ . nhẫn tâm lắm hồi cal video . hôm tao cạo trọc  tích . tóc mọc tao dám gọi . ngại ngùng,1
nhân lắm . đăng cười,0
xoạc  . trai . trời trêu,2
bao nhiêu học bổng đi mãi mãi thể ngại,1
 phim vui,1
"ôi vãi , mày bất hạnh lũ",2
lỗi nấu,1
"phim . đi mãi chán . ngực "" ổn "" câu kinh điển",1
bình luận chủ yếu khoe fan cứng cười,1
tao uống buồn,2
rửa bát nấu cơm giặt quần áo miễn mẹ vợ .,0
quét đi cháu hốt cười,1
đối tượng truy nã :nhếch môi_face:,0
lo tương lai rơi đi vui vẻ ậy,0
sếp thể giúp ta vui vẻ hai tối chủ nhật hớn hở,1
kiện mấy đơn thả thính . cười,1
"per chiều , buồn cười sấp mặt . vui vẻ mệt tan đèo đi kem , đồ chua , miến trộn hôm cer vui vẻ",1
tao ước  tình yêu yêu yêu,1
đau đớn tham mấy đồng tiền,2
"mong , đau vãi mệt",2
trắc đấy nyc :rolling_on_the_floor_cườiing:,1
đừng giới bẻ cong,0
khóc mắt buồn,2
"cười đoạn hồi tao "" ""  , đem  túi , nộp cười",2
per đọc nhầm nhện thành gián cười,0
may già bảo hạn đừng đi hạn,0
"thực bóc mạng bẩn thỉu , phân quê quán",0
khổ thân cháu,2
độc thân,2
cong :,1
ly hôn hoành tráng . to kết hôn :rolling_on_the_floor_cườiing:,1
thương trời,1
bé cưng ghê,1
đồng đội haha,1
lợi ích vợ ?,0
"hài tàu đấy , li kì đoán kết , nghĩa thâm . hihi",1
đầu tiên buồn buồn,2
trời tao chóng mặt đi buồn,2
ko vợ mấu chốt cười,0
"tuyệt vời , vui hạnh phúc",1
cẩn thận mày cháu :rolling_on_the_floor_cườiing:,1
yêu yêu yêu yêu  haha,1
tao sử dụng chiêu bọn đàn lừa ?,1
", phim tập canh cảnh , thương yêu yêu",1
bao quan hệ đồng ?,0
"vợ , vlog muối hẳn huhu",2
"vợ ta bao thất vọng , vợ . đi  /  đời mệt mỏ",2
tiền vị gọi thượng hạng tiền vị mặn mồ hôi + mắt,2
biển đục,0
"đàn ốm đau vợ :” ” cầm . tình yêu , vỏn vẹn  ngắn ngủi . tình yêu bố mẹ",1
hy vọng đẹp,1
tui buồn lắm mệt mỏ,2
tui thử đụ mẹ la cười,2
mặt cưng vãi,1
kiến đỡ bao tiền tiêu hủy,0
"per tiền bạc phù du , quan trọng tình nghĩa",0
tiền cạp đất ngạc nhiên,0
phim !,1
", câu kia .  buồn",2
công già,0
mưa buồn,2
chả tiền mua mệt mỏi,2
mày ngủ mẹ mày mày ?,0
haha mấy video toàn đóng mỏ . cười tụt quần :rolling_on_the_floor_cườiing:,1
sách giấy tờ,0
muộn củng chết đuối nháy mắt,0
ảnh xuất sắc yêu yêu,1
đớn đau . nhường yêu  chán . đơn giản đau buồn,2
mắc gỡ fan cứng ? huhu,2
"phim , buồn rying_face:",2
mặt kia khát buồn cườ haha,1
tao rơi,2
lo lắng,0
bây gọi hành hiếmk,1
mày bao hất cốc mặt mặt bao tươi cười niềm nở ?,2
cố suy vui vẻ hạnh phúc túi tiền sợ đất,2
"chạy đồ , trượt chân té sấp mặt",0
hẳn đẹp yêu,1
 khép vui buồn cạnh sẻ chia lo lắng xuân đẹp cng,1
bốc phốt sợ ?,0
buồn kinh lắm mày,2
lắc ! ngại ngùng. phim nghĩa hài hước !,1
"gắng , bệnh",1
đề đối lực học lớp  . cẩn thận chút,0
đau,2
đường đông dân đường núi !,0
"hành động đẹp , trân trọng , lan tỏa , tuyệt vời yêu",1
siêu thi mua ghế masage chạy điện choáng ! đỡ mỏi chân khỏe !,1
quyết định nằm đỡ đau lưng vui,0
bé xinh,1
hát đầu tiên phim quên . thông não phát,0
"tui chẳng "" ."" đời . trân trọng .",2
per đoạn vén tóc quen lắm nhá . lém,1
"thề , phim đi chục . cười",1
phim chuẩn cười,1
"per mấy nhậu bắt sạch , phá hoại",0
. lắm .,0
"tao mày . , hào mày đẹp",1
đỗ tí,0
thương,1
cười si kĩ đi,0
"cap màn hình nhắn nưa , tội lỗi tội lỗi",2
tui khoe tao nghỉ  tuần cười,1
dã sài,0
ấn tượng vãi vui vẻ bàn vàng làng vẩy khế vui vẻ,1
mấy má ! ngạc nhiên @,1
mặt thái độ vãi,0
kết hôn lắm yêu :loudly_khócing_face:,2
hấp sông cá sấu cười lót dép hóng,1
nà chiêu nà gẫy nà sấp mặt nà haha haha,1
tao đéo tao cầm cười cđcm ! cười,1
 coi đi coi  . !,1
phụ nữ xưa toàn cực phẩm vui vẻ,1
khổ mấy giáo viên giám đứng tố cáo . thù,2
trời trời ! nỗi thẩm phán cười,0
đụ mẹ rơi mẹ điện thoại đất ngốc,0
gọi điện thoại xong cười tui xong heheh yêu vãi,1
mày nằm viện tao thăm động lực,0
"đau , đau buồn",2
sống chua cay tao,2
"phim việt , mấy phim việt chiếu phim . dưng phim hàn quốc .",1
"bọn  múi yêu , tao bụng mỡ , tao gái !",1
cám ơn sống,1
tình vãi cười,1
thất tình đi nhạc mặt ôm . hận,2
mẹ bế đứa mẹ đứa,0
công phê haha,1
câu haha,1
cánh sắt tàu hỏa ngon,1
tui coi đi coi mấy xác định nhện phóng điện thoại nghệ thuật ),0
hà nội phố đào chổ buồn rying_face:,2
mầy tuột quần hôn họa mi mày,0
thời,0
chất dân miền tây hahaha,1
 đời đắng mặn,2
ỉn mông xong haha dăm võ thuật haha :rolling_on_the_floor_cườiing:,1
yêu . chúc khỏe mãi hạnh phúc yêu,1
,0
hành động đẹp,1
"phim cặp chân , chân thượt . chồi ôi ",1
nuôi lợn mấy trống rỗng huhu :loudly_khócing_face:,2
bọn yêu khổ kìa .,0
ước mơ tao thương thể chép tao màu cực xấu !,2
buồn đi phựt kiểu đời sống,0
mày cố . đỡ,1
đơn giản cười haha,1
per haha ?,1
lắm,1
kỷ niệm buồn,2
"tao , bây đi .",2
tao mừng tao chắn hôm crush tao thịt . ahihi .,1
hôm cười lộn ruột,1
buồn mày,0
mong nhiu sức khỏe,1
gái tuyệt ! yêu,1
mày bóc tách múi bình,0
. chả đi bao . hạnh phúc cạnh ?,1
xong cảm ?,0
buồn buồn,2
lái xe dân đen . dám đậu,0
trưởng thành kinh tế . nhỡ sĩ bảo cưới cưới haha,1
khúc đi hai vui vẻ,0
buồn phận buồn rying_face:,2
tao coi xe nha hm,1
may mày gia đình . nghèo tao khổ .?,0
phòng trọ đn . thành phố vui vẻ,1
"bọn yêu , tao ế buồn",2
địa yêu chiều ,0
thất tình chết chán buồn,2
phê vãi,1
"giá trị lịch sử văn hoá nghìn đi buồn """,2
mua  đăng ảnh sống ảo xong cất chống đói dần dần cười,1
tao cute mày,1
tiền tiền chắn đắng .,2
̉ viê ̣ tao nam vâ ̣ ,0
hổ thân ghê tao vẽ mẹ tao : hóa hình dạng thực quỷ ?thất vọng,2
củi bao nhiêu rơm,0
per tao thất vọng,2
chuẩn ế cười,1
" , hưởng thụ cảm giác",2
"mày lùi , quan tâm nhắn mày sẻ cua crush ngầu",1
bố hạnh phúc,1
thức haha,0
per trung thu chia gấu ? bất hạnh,2
oimeoi tao tao xưa cười,1
tui nghiện trà tao bình,0
hahahaha tao mắc cười ghê . hôm sinh nhật tao ghê . mấy mẹ guru rủa lắm hahaha per,1
chuẩn :nhếch môi_face:,1
tao  nồi lẩu tối :loudly_khócing_face:,2
per kỷ niệm nè !,1
per vui vẻ,0
 đứa hợp tác cũg quý hoá,1
chiến lược kinh doanh nhật suy,0
váy màu hường nam .,0
:trung lập_face: phê lá chuối,1
trẻ tài,1
móng tao thèm chó per,1
"hiện kết hôn lắm . ngặt nỗi hai gia đình ngăn cản dội , phản đối kịch liệt hai bọn buồn chồng",2
per cưới vợ :rolling_on_the_floor_cườiing:,2
vui ? kết xong ?,1
coi giải,0
"uống đi ,  ly bữa mày phì .",1
đi nhổ  chụp buồn,2
cưng cười,1
ấm,1
hồi sinh viên,0
toàn thằng dạy bắt nạt ? thơ bất hạnh cười,2
câu chyện cổ tích nghĩa haha,1
per  đứa quyết định đứng,1
tội thằng per vãi,2
huhu đi chụp . thằng kĩ thuật viện máy to đùng xong bảo im . bật máy xong chạy đóng cửa tốc độ ánh .,2
mai đi miếng năng haha,0
ló khôn cười,1
per công tao mày,0
hồi tao đi bệnh viện chỉnh hình kia ho gãy xương sườn đéo ?,0
"đù . tròn ung ủng , chân ngẵn cũn tao nhảy",2
nuôi nuôi đi bọ ve tùm lum sót ?,2
nỗi buồn thay buồn thất tình,2
per kết truyện chất ghê cười,1
vl thánh ghép nhạc lầy vãi,0
per tao mày nhể hạnh phúc,0
lắm . thằng giúp  yêu lao động,1
bao chiếu,0
per,0
rau má đi,0
mong manh dể haha,2
vườn,0
niên ́ hoan hy ̉ ́ cười,1
thừa nhảy điện thoại giật :rolling_on_the_floor_cườiing:,1
lũ kiến mày .,1
per tập gym xong đi nhảy haha,0
per gối quỳ ha :rolling_on_the_floor_cườiing:,1
vn,0
video nghĩa vui,1
"cửa sổ chờ đi học ngang , lưng vui",1
tội thương ?,2
bé xinh,1
tao tình hình mẹ haha :rolling_on_the_floor_cườiing:,0
chúc vui vẻ ngại ngùng,1
xong phê lắm mày,1
bos đồ ngủ đĩ thõa ghê gớm ngại,1
hào mâm,1
ôi vãi fan cứng hạnh phúc,1
nụ cười,1
gọi kịp thời đại cười,1
ụa đơn đọc chi rựa huhu,2
yêu mỏng manh ?,0
hợp lí,1
tệ ngoái,2
nụ cười crush kích vãi cười,1
cười vãi cười,1
ôi yêu . bao đàn xuất hiện đời,1
thiết cầu đường hả ?,0
"hồi tao lạp xưởng mắc xương , đéo . tao cảm giác mày lắm ?",1
tao bướng mặt đéo nỗi bé kia :rolling_on_the_floor_cườiing:,1
"quỷ ma ma , haha",1
suy buồn bực nhường chỗ cười,1
"giận , yêu thời gian thoải mái . ổn động xuất hiện xuất hiện = )",0
", đợi , thời",1
tổn thương đầu,2
per huhu đi đồng nghiệp :loudly_khócing_face:,2
độc vô nhị .,1
đường cầm đá phong thủy,0
hành động yêu,0
per bao nhiêu . yêu,1
chuẩn . cười,1
vui mừng rời việt nam an toàn tuyệt đối .,1
tưởng tao sợ mày dọa rắn tao tao rơi điện thoại vỡ màn hình tao đéo sợ,1
. đọc chắn thể chữ trẻ,0
tao ghẻ hoá,2
truong hop me tao ma thuong doi su te thi lam no thuong lai xua khac khac cu sanh voi dai chan,0
"chứng kiến khám bệnh , mẹ cháu .",0
chạy đàng đi haha,1
mặt tao thoả mãn vãi,1
cười đau ruột :rolling_on_the_floor_cườiing:,1
thực đơn món yêu,1
ráng nhìu vô ỉa cục cức móng,1
hihi : chúc mừng đại kỷ nguyên lắm yêu,1
công khai sai công khai chẳng tâm lý suy sụp,0
"ghê ta ngại mua , tưởng cười",1
. tui chờ đợi đứa dọn dô đời tui sống .,1
"câu , thằng rể đểu xoắn haha",1
vui cười,1
động  tao cười,1
per đừng luyện ngôn tình . chờ đi haha,0
trades . lương . thu nhập việt nam ? kiếm  - ,1
ta bao thương,2
"thương , lũ khốn nạn lợi mắt ma tội bọn trẻ , bọn chết het",2
mấy giấy note ghi kiểm tra cười,1
thời ký túc xá đi per,1
tao đợi   gia đình,1
tỏ tình đại dè dính cười,1
đồng nghiệp haha,1
nyc vãi,2
đàn lĩnh thực,1
mặt tao mê nổi,2
đéo vãi he,1
thời gắn bó,1
tao thoát  riền  thảm họa hahaha haha,1
hạn sử dụng thương,0
"mẹ hồi nuôi ngỗng thay chó canh . trộm chạy đằng trời , bầy lao quạt táp , gia đình vác gậy chạy thằng trộm ôm tít cành , áo quần tóc tai lủng máu me tè le . gia đình cứu trộm má mấy mẻ tha ,   dí nhảy hàng rào dí trộm . dí bao dai cục súc vê lờ .",1
nhắn ấm cười shiper đẹp trai chủ thớt rụng buồng trứng cười,1
per chúc may mắn,0
bây chửi kệ bây ! tao phá trường hợp haha,1
hôm,0
"trung thu ngoái , đứng cặp tình nhân ôm hôn , nắm . chạnh lắm !buồn",2
lẽ,0
per quán mì quảng mùi mày cười,0
đau bụng vãi hix,2
đi học . cơm . bố . per học lớp mấy vui tui bố tao :loudly_khócing_face:,2
" câu ta , đắng vị đời hihi",2
nữ đập đầu tường chết,2
per hàng hiếm,1
ta ?,0
cưng,1
tao tag mày per,0
"quần áo xe kia gia đình kiện haha , mong khỏe , vui vẻ < ",1
độc đi viện bắt chụp :loudly_khócing_face:,2
"gái bữa cơm , du rú phòng bố quát cơm , lầm lì mắng oan đấy",0
"giọng , ngữ khí đi vãi . mắt gái đẹp yêu",1
 xao xuyến,1
tao cảm giác . tiếc ly trà sữa lết xác đi giặt balo,2
"phim , đầu nyc . :trung lập_face:",2
"kỷ niệm đẹp , mấy đứa nhóc đi học khứ .",2
buồn  nhắn tâm hằng đêm,2
cười mặt mấy đứa yêu cười,1
ối ôi ! lợn hồng ! haha,1
cháu tao vẻ chững chạc cười,1
tình yêu nghiêm túc . bắt đầu . phí xuân gái lắm !,0
tiền tình,2
vui vẻ buồn cười ghê .,1
phim ấn độ tao cảm vật lý logic phim kiến thức hại não ; ),1
tao đuổi roi,0
per mùa cú mền trưa  độ sảy cười,1
"nấu , nấu hơi ngon , cơm cháy bao riềng",1
suy  hồi trái . khổ vãi !,2
check đoán cười vui đấy cười,1
thương sợ hội,2
đụ mẹ . đời mày . cười đi mày,0
lắm miếng cơm cháy .,2
"tao bắt tao quỳ góc suốt , nhục , trọng quỳ",0
per haha,1
per trà . pải dạn bất chấp :rolling_on_the_floor_cườiing:,1
gọi tình yêu ?,0
per câu ngắn gọn trọn tình haha,1
"per rv nè , liên quan bùa ngải kiểu vẻ hấp vui vẻ",1
chảy miếng cười,1
"học sử buồn ngủ , tỉnh rụi liền cười",1
"bình , đẹp trai haha",1
đồng đội . nhưnh tiết ta duyên hớn hở kaka,1
yêu vãi cười,1
"gái trai đầu hói , cưới nhầm đầu :",1
ấm áp ghê cười,1
vợ xong đầu tư váy vương miện,0
mẹ tao thix ngại,1
per nhu cầu áo lớp,0
sống . tôn trọng,0
", hội chia tất : )",1
bắt heo  trúng  ipx,0
ae phục vụ xưa . thương,2
đôi tiền đi đéo đi,2
nai vàng ngơ ngác chán,0
kiểu mai vụ,0
bó,2
trai gục đổ . gái dụng trứng . lạy . nhầm lạy,0
xồ đấy kakaka,1
đừng quên nha,0
" cắp sách đi học  ,  động sách bây giải . huhu",2
nóng  độ hôm video xong thất mát vãi_chưởng cười,1
per hành động . time câu . mong  đứa già đi .,1
đốt chết,0
mấy cảnh nhảy múa hát hò vớ vẩn phim,1
lắm bé,1
hôm tao xong ngất xỉu tĩnh mày hihi,2
 ảnh hưởng trầm trọng buồn,2
yêu cười,1
per cố đợi đi nha mua bảo hiểm thương,1
hứa xưa ánh trăng nguyện thề cười,1
mấy việt nam đi gấp thề gọn đảm bảo suong,1
galang . trẻ tôgn . ước cũg,0
hôm tao ?,0
đi  .,2
đồng nghiệp tuyệt vời,1
đôi bàn lao động . trai việt cười,1
per nét chữ hệt chữ tao mày,0
per mày đi hốt,0
trai đẹp tao hạnh phúc cười,1
cảm giác,0
"tao trùm nấu cơm kiểu , bây điện thi nấu bếp ga cười",1
mặt héo queo,0
tao đi xe máy xe đi phi mẹ quán net gửi đấy đi đéo phí,0
thân hình bos nhan hihi,1
ước mơ nhoi tao thể huhu,2
ta bè vui,2
bắt cóc đĩa . quanh đi quẩn khổ dân đen !,0
per xe ôtô . sai ca,0
hành động đẹp nhân văn vuivui,1
"nhẹ  đi chào đẹp , đi cẩn thận """,0
per trình mày chán cười,0
mấy ?,0
tao vô đọc bình luận :rolling_on_the_floor_cườiing: tao cười tao xĩu,1
góp vui chủ thớt haha,1
sống  crush bao,2
thiệt chửi . máy cười,0
buồn,1
,0
mệt vãi . cừời vãi ?,1
hậu duệ mặt trời đấy đùa nhá yêu,0
phú yên chuẩn < ,1
đứa táo bón thâm niên cầu nhảy đảm bảo hiệu đầu trải nghiệm :rolling_on_the_floor_cườiing:,1
per ế giương mắt bọn ân,2
per tiến cử thân,0
tech ngân hàng đồng hành,1
per dạo tung xưa hơi trầm cảm ngại ngùng,0
kêu gọi lói dân aple,0
tao đéo crush,2
"ho , kiếm chỗ nằm tạm",0
yêu nghề thực,1
cười xấu chó chặn,0
phim kết hơi vui vẻ chốt đồng tiền bát gạo vui vẻ,1
thức tỉnh đi sướng,0
chắn bố vui . khiếu khôi hài ảnh hưởng bố .,1
chất âm hình gốc hồi mấy < ,1
mặt kiểu đéo tiền buồn,2
"phim nghĩa phim , dạy ta mặt sống , vui , buồn",1
đau cười,2
per . bảo vệ đời ngầu,1
tao tao vứt mẹ,0
thắc mắc thi ,0
"hùa , đỗ nhắn",1
chẳng ảnh lớp,2
per mai kiểu cười,1
cảm ?,2
xăm chữ trái mu bàn . hy vọng mày phâ biệt mặt chữ cười,1
quyêt định đi ngủ đỡ mỏi mắt,0
đại học đéo cười,2
tui đi bố mẹ kiểu . may bố mẹ tao hề tí,1
hình bồ tao tập gym bình,0
"tao bình thương , đặc sắc buồn tẹo .",2
